,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
3453,40,management,single,tertiary,no,1393,yes,no,unknown,21,may,20,8,-1,0,unknown,no
3454,43,services,married,secondary,no,0,no,no,unknown,26,may,483,1,-1,0,unknown,no
3455,24,services,single,secondary,no,-141,yes,no,unknown,4,jun,654,2,-1,0,unknown,no
3456,32,technician,married,secondary,no,381,yes,no,unknown,2,jun,347,2,-1,0,unknown,no
3457,33,services,married,secondary,no,804,yes,yes,unknown,8,may,266,1,-1,0,unknown,no
3458,31,admin.,divorced,secondary,no,1352,yes,no,unknown,20,may,6,2,-1,0,unknown,no
3459,59,retired,divorced,secondary,no,93,no,no,unknown,26,may,193,2,-1,0,unknown,no
3460,54,management,married,unknown,no,1960,no,no,unknown,6,jun,13,5,-1,0,unknown,no
3461,46,admin.,married,secondary,no,250,no,no,unknown,13,may,85,2,-1,0,unknown,no
3462,26,management,married,tertiary,no,775,no,no,unknown,19,may,35,3,-1,0,unknown,no
3463,43,blue-collar,married,primary,no,50,no,no,unknown,28,may,90,8,-1,0,unknown,no
3464,53,entrepreneur,divorced,unknown,no,4736,yes,no,unknown,3,jun,676,5,-1,0,unknown,no
3465,42,blue-collar,married,primary,no,-67,yes,no,unknown,9,may,128,1,-1,0,unknown,no
3466,29,admin.,divorced,secondary,no,891,no,no,unknown,12,may,820,1,-1,0,unknown,no
3467,47,self-employed,divorced,secondary,no,218,yes,no,unknown,12,may,58,7,-1,0,unknown,no
3468,52,blue-collar,married,secondary,no,0,no,no,unknown,2,jun,163,1,-1,0,unknown,no
3469,51,blue-collar,married,primary,no,1127,yes,no,unknown,6,may,47,1,-1,0,unknown,no
3470,40,blue-collar,married,unknown,no,222,yes,no,unknown,20,may,465,8,-1,0,unknown,no
3471,29,blue-collar,married,primary,no,1101,yes,yes,unknown,28,may,165,1,-1,0,unknown,no
3472,40,management,single,unknown,no,838,yes,no,unknown,12,may,619,3,-1,0,unknown,no
3473,39,services,divorced,secondary,no,892,yes,no,unknown,2,jun,26,1,-1,0,unknown,no
3474,30,management,married,tertiary,no,1476,yes,yes,unknown,3,jun,199,4,-1,0,unknown,no
3475,48,admin.,married,secondary,no,2235,yes,yes,unknown,15,may,755,2,-1,0,unknown,no
3476,26,blue-collar,single,secondary,no,199,yes,yes,unknown,12,may,125,1,-1,0,unknown,no
3477,42,admin.,divorced,secondary,no,0,yes,no,unknown,7,may,229,2,-1,0,unknown,no
3478,35,blue-collar,married,secondary,no,0,yes,no,unknown,23,may,100,4,-1,0,unknown,no
3479,53,blue-collar,married,primary,no,10,yes,no,unknown,19,may,73,1,-1,0,unknown,no
3480,30,services,single,tertiary,no,3516,yes,no,unknown,29,may,447,4,-1,0,unknown,no
3481,28,blue-collar,single,secondary,no,802,yes,no,unknown,28,may,195,3,-1,0,unknown,no
3482,29,management,divorced,tertiary,no,415,yes,yes,unknown,28,may,449,4,-1,0,unknown,no
3483,39,blue-collar,married,primary,no,245,yes,no,unknown,7,may,148,3,-1,0,unknown,no
3484,52,technician,married,secondary,no,1781,yes,no,unknown,19,may,144,2,-1,0,unknown,no
3485,32,blue-collar,married,secondary,no,214,yes,no,unknown,8,may,190,1,-1,0,unknown,no
3486,51,services,married,secondary,no,53,yes,no,unknown,26,may,140,2,-1,0,unknown,no
3487,45,admin.,divorced,secondary,no,246,no,no,unknown,6,jun,119,1,-1,0,unknown,no
3488,50,management,married,tertiary,no,1158,yes,no,unknown,30,may,150,1,-1,0,unknown,no
3489,34,blue-collar,single,secondary,no,89,yes,yes,unknown,21,may,175,2,-1,0,unknown,no
3490,44,technician,married,secondary,no,363,no,yes,unknown,5,jun,650,2,-1,0,unknown,no
3491,28,services,single,secondary,no,348,yes,no,unknown,21,may,86,2,-1,0,unknown,no
3492,35,management,single,tertiary,no,3137,yes,no,unknown,23,may,72,3,-1,0,unknown,no
3493,35,unemployed,married,secondary,no,533,yes,no,unknown,6,may,802,1,-1,0,unknown,no
3494,51,services,divorced,secondary,no,-245,yes,yes,unknown,28,may,612,2,-1,0,unknown,no
3495,28,blue-collar,single,primary,no,8263,yes,no,unknown,2,jun,267,1,-1,0,unknown,no
3496,36,admin.,single,secondary,no,3457,no,no,unknown,19,may,103,4,-1,0,unknown,no
3497,38,blue-collar,single,secondary,no,-56,yes,yes,unknown,6,jun,247,2,-1,0,unknown,no
3498,44,services,divorced,secondary,no,1,yes,no,unknown,6,may,235,4,-1,0,unknown,no
3499,34,technician,single,secondary,no,1091,yes,no,unknown,21,may,252,2,-1,0,unknown,no
3500,48,technician,divorced,tertiary,no,574,yes,no,unknown,8,may,341,2,-1,0,unknown,no
3501,39,management,single,tertiary,no,255,yes,no,unknown,5,may,296,1,-1,0,unknown,no
3502,27,admin.,single,secondary,no,685,yes,no,unknown,6,jun,672,2,-1,0,unknown,no
3503,21,blue-collar,single,secondary,yes,-59,yes,yes,unknown,4,jun,83,1,-1,0,unknown,no
3504,42,entrepreneur,married,secondary,no,2869,yes,no,unknown,3,jun,440,1,-1,0,unknown,no
3505,43,admin.,married,secondary,no,429,yes,yes,unknown,3,jun,35,32,-1,0,unknown,no
3506,31,technician,married,tertiary,no,1410,yes,no,unknown,21,may,42,1,-1,0,unknown,no
3507,48,services,divorced,secondary,no,569,yes,yes,unknown,26,may,151,1,-1,0,unknown,no
3508,27,services,single,secondary,no,430,yes,no,unknown,23,may,116,2,-1,0,unknown,no
3509,49,blue-collar,married,primary,no,327,yes,no,unknown,16,may,138,2,-1,0,unknown,no
3510,30,services,married,unknown,no,280,yes,yes,unknown,28,may,674,2,-1,0,unknown,no
3511,29,management,married,tertiary,no,8089,yes,no,unknown,28,may,314,2,-1,0,unknown,no
3512,26,services,married,secondary,no,33,yes,no,unknown,28,may,51,4,-1,0,unknown,no
3513,27,admin.,married,secondary,no,4,yes,no,unknown,6,may,243,1,-1,0,unknown,no
3514,31,blue-collar,married,primary,no,3007,yes,no,unknown,9,may,283,1,-1,0,unknown,no
3515,35,blue-collar,married,primary,no,2708,yes,no,unknown,30,may,178,2,-1,0,unknown,no
3516,56,blue-collar,married,primary,no,690,yes,no,unknown,15,may,309,2,-1,0,unknown,no
3517,39,management,married,tertiary,no,351,yes,no,unknown,20,may,999,3,-1,0,unknown,no
3518,28,technician,single,secondary,no,26765,no,no,unknown,13,may,210,8,-1,0,unknown,no
3519,41,services,married,secondary,no,639,yes,no,unknown,8,may,1187,2,-1,0,unknown,no
3520,57,retired,married,secondary,no,919,yes,yes,unknown,19,may,408,2,-1,0,unknown,no
3521,39,blue-collar,married,primary,no,385,yes,no,unknown,16,may,225,4,-1,0,unknown,no
3522,47,management,married,unknown,no,150,no,no,unknown,9,jun,52,1,-1,0,unknown,no
3523,36,management,single,tertiary,no,0,yes,no,unknown,29,may,211,6,-1,0,unknown,no
3524,26,admin.,married,secondary,no,0,no,no,unknown,27,may,755,1,-1,0,unknown,no
3525,35,blue-collar,married,secondary,no,120,yes,no,unknown,28,may,245,2,-1,0,unknown,no
3526,46,unknown,married,unknown,no,613,no,no,unknown,6,jun,51,1,-1,0,unknown,no
3527,46,blue-collar,married,primary,no,296,yes,no,unknown,4,jun,92,2,-1,0,unknown,no
3528,33,services,married,secondary,no,57,yes,yes,unknown,21,may,323,1,-1,0,unknown,no
3529,34,management,single,tertiary,no,13,yes,no,unknown,27,may,222,2,-1,0,unknown,no
3530,34,management,married,tertiary,no,82,no,no,unknown,14,may,94,6,-1,0,unknown,no
3531,51,technician,single,tertiary,no,11222,yes,no,unknown,3,jun,151,7,-1,0,unknown,no
3532,48,technician,married,secondary,no,545,no,no,unknown,6,jun,307,1,-1,0,unknown,no
3533,46,blue-collar,married,secondary,no,84,yes,no,unknown,15,may,49,1,-1,0,unknown,no
3534,29,blue-collar,married,secondary,no,-28,yes,no,unknown,12,may,393,1,-1,0,unknown,no
3535,57,management,married,tertiary,no,1341,yes,no,unknown,8,may,339,2,-1,0,unknown,no
3536,53,management,married,tertiary,no,193,no,no,unknown,14,may,521,2,-1,0,unknown,no
3537,52,management,single,tertiary,yes,0,no,no,unknown,8,may,98,1,-1,0,unknown,no
3538,32,admin.,single,secondary,no,422,yes,no,unknown,16,may,221,2,-1,0,unknown,no
3539,28,technician,single,tertiary,no,0,yes,no,unknown,4,jun,205,6,-1,0,unknown,no
3540,42,management,married,secondary,no,43,yes,no,unknown,14,may,735,8,-1,0,unknown,no
3541,53,entrepreneur,married,unknown,no,19850,no,no,unknown,6,jun,86,1,-1,0,unknown,no
3542,34,blue-collar,married,secondary,no,243,yes,no,unknown,5,may,291,1,-1,0,unknown,no
3543,35,blue-collar,married,secondary,no,765,yes,no,unknown,29,may,418,8,-1,0,unknown,no
3544,46,management,divorced,tertiary,no,14481,yes,no,unknown,30,may,1269,1,-1,0,unknown,yes
3545,32,entrepreneur,single,tertiary,no,6259,yes,no,unknown,9,may,230,2,-1,0,unknown,no
3546,49,management,married,secondary,no,543,yes,no,unknown,20,may,213,3,-1,0,unknown,no
3547,32,technician,married,secondary,no,696,yes,no,unknown,2,jun,815,1,-1,0,unknown,yes
3548,48,retired,married,secondary,no,74,no,yes,unknown,6,may,315,1,-1,0,unknown,no
3549,42,services,married,secondary,no,1263,yes,no,unknown,6,may,114,2,-1,0,unknown,no
3550,30,management,single,tertiary,no,136,yes,no,unknown,23,may,152,1,-1,0,unknown,no
3551,27,technician,married,unknown,no,811,yes,no,unknown,28,may,591,2,-1,0,unknown,no
3552,29,services,married,secondary,no,340,yes,yes,unknown,26,may,297,1,-1,0,unknown,no
3553,43,technician,married,secondary,no,8541,yes,no,unknown,23,may,259,9,-1,0,unknown,no
3554,33,management,single,tertiary,no,239,no,no,unknown,12,may,65,5,-1,0,unknown,no
3555,33,technician,married,secondary,no,946,yes,no,unknown,21,may,163,2,-1,0,unknown,no
3556,40,management,single,tertiary,no,867,yes,yes,unknown,12,may,145,4,-1,0,unknown,no
3557,45,entrepreneur,divorced,tertiary,no,0,yes,no,unknown,13,may,170,1,-1,0,unknown,no
3558,40,blue-collar,married,primary,no,558,yes,yes,unknown,21,may,56,3,-1,0,unknown,no
3559,50,blue-collar,married,primary,no,156,yes,no,unknown,7,may,117,3,-1,0,unknown,no
3560,36,services,single,unknown,no,281,yes,no,unknown,16,may,515,1,-1,0,unknown,yes
3561,58,technician,married,unknown,no,71,yes,no,unknown,5,may,71,1,-1,0,unknown,no
3562,53,blue-collar,married,secondary,no,1023,yes,no,unknown,21,may,150,3,-1,0,unknown,no
3563,24,technician,single,secondary,no,2019,yes,no,unknown,4,jun,1045,1,-1,0,unknown,no
3564,51,retired,married,secondary,no,0,no,no,unknown,15,may,70,1,-1,0,unknown,no
3565,39,blue-collar,divorced,secondary,no,226,yes,no,unknown,20,may,221,2,-1,0,unknown,no
3566,56,technician,divorced,unknown,no,56,yes,no,unknown,5,may,439,1,-1,0,unknown,no
3567,20,blue-collar,married,primary,no,-172,yes,yes,unknown,19,may,238,3,-1,0,unknown,no
3568,29,technician,single,secondary,no,103,no,no,unknown,19,may,314,1,-1,0,unknown,no
3569,54,management,married,primary,no,113,no,no,unknown,12,may,76,3,-1,0,unknown,no
3570,35,blue-collar,married,secondary,no,527,yes,yes,unknown,7,may,143,1,-1,0,unknown,no
3571,36,blue-collar,married,secondary,no,-406,yes,yes,unknown,14,may,104,3,-1,0,unknown,no
3572,30,technician,single,secondary,no,-208,yes,yes,unknown,13,may,108,1,-1,0,unknown,no
3573,36,admin.,married,secondary,no,231,yes,yes,unknown,6,jun,136,6,-1,0,unknown,no
3574,54,admin.,married,tertiary,no,-690,yes,yes,unknown,29,may,230,4,-1,0,unknown,no
3575,28,management,single,tertiary,no,4013,yes,no,unknown,4,jun,386,1,-1,0,unknown,no
3576,60,blue-collar,married,primary,no,674,yes,no,unknown,20,may,273,4,-1,0,unknown,no
3577,32,admin.,married,secondary,no,340,yes,no,unknown,29,may,665,1,-1,0,unknown,no
3578,28,blue-collar,married,secondary,no,916,yes,no,unknown,28,may,206,1,-1,0,unknown,no
3579,37,entrepreneur,married,secondary,no,5064,yes,no,unknown,20,may,79,1,-1,0,unknown,no
3580,35,management,married,secondary,no,97,yes,no,unknown,29,may,135,4,-1,0,unknown,no
3581,42,blue-collar,married,unknown,no,1260,yes,no,unknown,14,may,79,3,-1,0,unknown,no
3582,45,services,married,primary,no,60,no,no,unknown,9,jun,349,2,-1,0,unknown,no
3583,40,technician,married,secondary,no,109,yes,no,unknown,6,may,147,2,-1,0,unknown,no
3584,32,technician,married,secondary,no,1242,yes,no,unknown,2,jun,183,3,-1,0,unknown,no
3585,32,technician,single,tertiary,no,190,yes,yes,unknown,9,may,352,1,-1,0,unknown,no
3586,43,blue-collar,married,primary,no,2047,yes,no,unknown,13,may,163,2,-1,0,unknown,no
3587,42,technician,married,secondary,no,2,no,no,unknown,29,may,249,2,-1,0,unknown,no
3588,37,management,married,tertiary,no,308,yes,no,unknown,7,may,96,3,-1,0,unknown,no
3589,38,blue-collar,married,primary,no,467,yes,no,unknown,16,may,379,1,-1,0,unknown,no
3590,27,blue-collar,married,primary,yes,-588,no,no,unknown,13,may,531,2,-1,0,unknown,no
3591,56,services,married,secondary,no,1121,yes,no,unknown,15,may,176,2,-1,0,unknown,no
3592,28,blue-collar,single,primary,no,0,yes,yes,unknown,3,jun,380,4,-1,0,unknown,no
3593,53,services,divorced,secondary,no,-905,yes,no,unknown,28,may,213,1,-1,0,unknown,no
3594,34,blue-collar,married,primary,no,275,yes,no,unknown,30,may,170,1,-1,0,unknown,no
3595,36,unemployed,married,secondary,yes,-318,yes,no,unknown,15,may,133,2,-1,0,unknown,no
3596,45,blue-collar,married,primary,no,4170,yes,yes,unknown,20,may,114,3,-1,0,unknown,no
3597,49,admin.,married,secondary,no,326,yes,no,unknown,7,may,99,2,-1,0,unknown,no
3598,45,blue-collar,married,secondary,no,159,yes,yes,unknown,30,may,251,2,-1,0,unknown,no
3599,26,admin.,single,tertiary,no,-164,yes,no,unknown,28,may,69,2,-1,0,unknown,no
3600,47,technician,divorced,secondary,no,4135,yes,no,unknown,14,may,283,8,-1,0,unknown,no
3601,30,technician,single,tertiary,no,2530,yes,no,unknown,9,may,70,1,-1,0,unknown,no
3602,47,blue-collar,single,secondary,no,15,yes,no,unknown,19,may,62,2,-1,0,unknown,no
3603,57,admin.,divorced,primary,no,628,yes,yes,unknown,14,may,191,1,-1,0,unknown,no
3604,24,technician,single,secondary,no,3926,yes,no,unknown,16,may,320,2,-1,0,unknown,no
3605,42,blue-collar,married,secondary,no,2441,yes,no,unknown,30,may,143,1,-1,0,unknown,no
3606,32,blue-collar,married,secondary,no,489,yes,no,unknown,20,may,212,1,-1,0,unknown,no
3607,40,blue-collar,married,secondary,no,211,yes,no,unknown,5,may,216,4,-1,0,unknown,no
3608,31,unemployed,single,tertiary,no,1611,yes,no,unknown,23,may,154,2,-1,0,unknown,no
3609,53,blue-collar,married,primary,no,256,yes,no,unknown,2,jun,202,1,-1,0,unknown,no
3610,51,technician,married,secondary,no,143,yes,no,unknown,16,may,627,1,-1,0,unknown,no
3611,49,services,married,secondary,no,1377,yes,no,unknown,7,may,1101,1,-1,0,unknown,no
3612,36,housemaid,single,tertiary,no,561,no,no,unknown,6,jun,274,2,-1,0,unknown,no
3613,23,technician,single,secondary,no,158,yes,no,unknown,13,may,139,1,-1,0,unknown,no
3614,27,services,single,secondary,no,1,yes,yes,unknown,2,jun,162,3,-1,0,unknown,no
3615,40,technician,married,secondary,no,335,yes,no,unknown,2,jun,140,3,-1,0,unknown,no
3616,28,blue-collar,married,secondary,no,339,yes,no,unknown,26,may,100,2,-1,0,unknown,no
3617,36,services,married,secondary,no,1746,yes,no,unknown,26,may,99,1,-1,0,unknown,no
3618,58,blue-collar,married,secondary,no,1025,yes,no,unknown,30,may,199,3,-1,0,unknown,no
3619,36,management,married,tertiary,no,1125,yes,yes,unknown,16,may,339,5,-1,0,unknown,no
3620,45,blue-collar,married,primary,no,804,yes,no,unknown,16,may,528,1,-1,0,unknown,yes
3621,31,technician,single,secondary,no,205,yes,no,unknown,3,jun,342,2,-1,0,unknown,no
3622,57,housemaid,divorced,primary,no,0,no,no,unknown,9,jun,97,1,-1,0,unknown,no
3623,29,services,single,secondary,no,487,yes,yes,unknown,9,may,176,2,-1,0,unknown,no
3624,49,management,married,secondary,no,367,yes,no,unknown,29,may,85,6,-1,0,unknown,no
3625,33,management,married,tertiary,no,377,yes,no,unknown,5,may,217,1,-1,0,unknown,no
3626,59,blue-collar,married,secondary,no,202,yes,no,unknown,7,may,173,1,-1,0,unknown,no
3627,37,services,single,secondary,no,244,no,no,unknown,5,jun,70,1,-1,0,unknown,no
3628,55,technician,married,secondary,no,276,yes,no,unknown,12,may,486,1,-1,0,unknown,no
3629,54,management,married,primary,no,879,yes,no,unknown,13,may,191,1,-1,0,unknown,no
3630,27,blue-collar,single,secondary,no,14,no,no,unknown,14,may,72,2,-1,0,unknown,no
3631,37,self-employed,single,tertiary,no,281,yes,no,unknown,5,jun,869,2,-1,0,unknown,no
3632,34,blue-collar,married,primary,no,1090,yes,no,unknown,2,jun,130,2,-1,0,unknown,no
3633,39,blue-collar,married,secondary,no,23,yes,no,unknown,12,may,22,5,-1,0,unknown,no
3634,41,admin.,married,secondary,no,1794,yes,no,unknown,14,may,135,2,-1,0,unknown,no
3635,41,admin.,single,secondary,no,400,yes,no,unknown,4,jun,99,6,-1,0,unknown,no
3636,59,entrepreneur,divorced,secondary,no,901,yes,no,unknown,5,may,73,3,-1,0,unknown,no
3637,34,technician,single,secondary,no,1183,yes,no,unknown,20,may,438,2,-1,0,unknown,no
3638,38,technician,married,tertiary,no,-1350,yes,yes,unknown,28,may,96,4,-1,0,unknown,no
3639,30,technician,divorced,tertiary,no,-317,yes,no,unknown,7,may,381,2,-1,0,unknown,no
3640,46,services,married,secondary,no,2215,no,no,unknown,6,jun,222,2,-1,0,unknown,no
3641,32,blue-collar,married,secondary,no,-63,yes,no,unknown,30,may,198,1,-1,0,unknown,no
3642,40,blue-collar,married,secondary,no,10,yes,no,unknown,9,may,1692,2,-1,0,unknown,yes
3643,35,entrepreneur,married,secondary,no,2074,yes,no,unknown,5,jun,144,7,-1,0,unknown,no
3644,31,management,single,tertiary,no,24870,yes,no,unknown,21,may,634,2,-1,0,unknown,no
3645,39,housemaid,single,primary,no,109,yes,no,unknown,6,may,699,3,-1,0,unknown,no
3646,35,management,single,tertiary,no,71,yes,no,unknown,21,may,836,12,-1,0,unknown,no
3647,45,self-employed,married,tertiary,no,334,no,no,unknown,5,jun,87,2,-1,0,unknown,no
3648,37,technician,married,secondary,no,-421,yes,no,unknown,6,may,183,5,-1,0,unknown,no
3649,45,blue-collar,married,primary,no,532,yes,no,unknown,14,may,137,2,-1,0,unknown,no
3650,46,technician,married,secondary,no,49,yes,no,unknown,30,may,96,3,-1,0,unknown,no
3651,53,technician,single,secondary,no,198,yes,yes,unknown,30,may,521,2,-1,0,unknown,no
3652,31,admin.,married,secondary,no,8784,yes,no,unknown,21,may,63,2,-1,0,unknown,no
3653,33,blue-collar,married,secondary,no,58,no,no,unknown,16,may,144,2,-1,0,unknown,no
3654,33,technician,married,secondary,no,3002,yes,no,unknown,28,may,176,2,-1,0,unknown,no
3655,51,technician,divorced,secondary,no,1,yes,no,unknown,5,jun,290,1,-1,0,unknown,no
3656,27,technician,single,tertiary,no,-291,yes,no,unknown,20,may,66,2,-1,0,unknown,no
3657,37,blue-collar,married,unknown,no,603,yes,no,unknown,23,may,773,2,-1,0,unknown,no
3658,32,blue-collar,married,secondary,no,2549,yes,no,unknown,23,may,246,3,-1,0,unknown,no
3659,38,management,married,tertiary,no,216,yes,no,unknown,21,may,1307,1,-1,0,unknown,no
3660,49,blue-collar,married,secondary,no,203,no,no,unknown,4,jun,167,1,-1,0,unknown,no
3661,38,technician,single,secondary,no,-143,yes,no,unknown,30,may,428,7,-1,0,unknown,no
3662,44,self-employed,divorced,tertiary,no,4,yes,no,unknown,6,may,312,3,-1,0,unknown,no
3663,39,admin.,single,secondary,no,496,yes,no,unknown,12,may,788,2,-1,0,unknown,no
3664,30,entrepreneur,married,secondary,no,2551,yes,no,unknown,5,jun,142,2,-1,0,unknown,no
3665,41,blue-collar,single,secondary,no,948,yes,no,unknown,3,jun,157,1,-1,0,unknown,no
3666,35,blue-collar,married,primary,no,102,yes,no,unknown,20,may,1334,1,-1,0,unknown,yes
3667,51,unemployed,married,primary,no,0,no,no,unknown,5,jun,23,2,-1,0,unknown,no
3668,57,blue-collar,married,primary,no,318,yes,no,unknown,27,may,206,2,-1,0,unknown,no
3669,55,services,single,secondary,no,-40,yes,no,unknown,12,may,178,2,-1,0,unknown,no
3670,31,blue-collar,married,primary,no,490,yes,no,unknown,29,may,180,2,-1,0,unknown,no
3671,46,unemployed,divorced,secondary,no,41,yes,no,unknown,12,may,249,4,-1,0,unknown,no
3672,29,blue-collar,single,primary,no,105,yes,no,unknown,16,may,326,1,-1,0,unknown,no
3673,38,blue-collar,single,primary,no,199,yes,no,unknown,27,may,268,4,-1,0,unknown,no
3674,31,management,married,tertiary,no,1260,no,yes,unknown,21,may,93,1,-1,0,unknown,no
3675,37,unemployed,divorced,secondary,no,74,yes,no,unknown,7,may,150,1,-1,0,unknown,no
3676,44,management,married,tertiary,no,126,yes,no,unknown,13,may,92,1,-1,0,unknown,no
3677,54,management,married,secondary,no,1394,yes,no,unknown,15,may,438,5,-1,0,unknown,no
3678,31,unemployed,married,secondary,no,314,yes,no,unknown,26,may,149,7,-1,0,unknown,no
